epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,1865.9,0.83975,0.44179,0.93931,0.69559,0.80062,0.75896,0.48876,1.21361,0.66904,1.09306,0.00018325,0.00018325,0.00018325
167,1877.03,0.83777,0.43757,0.93451,0.73623,0.7717,0.77319,0.49281,1.2062,0.66936,1.08798,0.0001783,0.0001783,0.0001783
168,1888.3,0.85481,0.44843,0.94279,0.71149,0.78554,0.76645,0.49264,1.19478,0.67193,1.07846,0.00017335,0.00017335,0.00017335
169,1899.37,0.8254,0.43005,0.93376,0.7311,0.77251,0.77064,0.49452,1.20496,0.67095,1.08826,0.0001684,0.0001684,0.0001684
170,1910.73,0.80868,0.41904,0.93034,0.74976,0.7493,0.77724,0.50142,1.197,0.66685,1.08566,0.00016345,0.00016345,0.00016345
171,1922.22,0.82418,0.43173,0.93395,0.75069,0.76584,0.7713,0.49876,1.19816,0.64996,1.08065,0.0001585,0.0001585,0.0001585
172,1933.0,0.80385,0.41606,0.92887,0.74269,0.79087,0.77589,0.50118,1.21114,0.66873,1.0879,0.00015355,0.00015355,0.00015355
173,1943.74,0.83244,0.44107,0.93433,0.80006,0.74947,0.78115,0.50116,1.20618,0.6627,1.09,0.0001486,0.0001486,0.0001486
174,1954.43,0.81642,0.43253,0.92546,0.79894,0.73241,0.76185,0.48915,1.19431,0.66965,1.08373,0.00014365,0.00014365,0.00014365
175,1965.53,0.80532,0.41579,0.92716,0.77424,0.74238,0.76698,0.49559,1.19933,0.65854,1.08941,0.0001387,0.0001387,0.0001387
176,1976.74,0.81716,0.42138,0.9279,0.76247,0.73031,0.76858,0.5009,1.21267,0.66784,1.09057,0.00013375,0.00013375,0.00013375
177,1987.78,0.80339,0.42971,0.92473,0.79187,0.69434,0.76692,0.49772,1.216,0.67435,1.09144,0.0001288,0.0001288,0.0001288
178,1998.69,0.81052,0.43063,0.92744,0.77226,0.71348,0.76479,0.49893,1.20107,0.67284,1.09039,0.00012385,0.00012385,0.00012385
179,2009.79,0.80678,0.42372,0.92818,0.73764,0.77622,0.77928,0.50714,1.1969,0.65863,1.09003,0.0001189,0.0001189,0.0001189
